Filename,Commons_URL,Latitude,Longitude,Date,Has_GPS,Description,Inferred_Location,Inferred_Latitude,Inferred_Longitude,Display_Name,Geocoding_Precision,Has_Inferred_GPS
Bishop Smith LGEA School offa 03.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a9/Bishop_Smith_LGEA_School_offa_03.jpg,,,2026-06-02,False,Bishop Smith LGEA School offa,Bishop Smith LGEA School offa,8.156,4.724,Bishop Smith LGEA School offa,partial_match,True
Bishop Smith LGEA School offa 04.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Bishop_Smith_LGEA_School_offa_04.jpg,,,2026-06-02,False,Bishop Smith LGEA School offa,Bishop Smith LGEA School offa,8.156,4.724,Bishop Smith LGEA School offa,partial_match,True
Bishop Smith LGEA School offa 05.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bishop_Smith_LGEA_School_offa_05.jpg,,,2026-06-02,False,Bishop Smith LGEA School offa,Bishop Smith LGEA School offa,8.156,4.724,Bishop Smith LGEA School offa,partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 01.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a1/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_01.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 02.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e0/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_02.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 03.jpg",https://upload.wikimedia.org/wikipedia/commons/3/35/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_03.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 04.jpg",https://upload.wikimedia.org/wikipedia/commons/8/80/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_04.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 05.jpg",https://upload.wikimedia.org/wikipedia/commons/4/47/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_05.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 06.jpg",https://upload.wikimedia.org/wikipedia/commons/8/86/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_06.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 07.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6d/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_07.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 08.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d0/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_08.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"CAC Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa 09.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3d/CAC_Oke-Ibukun_Oluyemo%2C_Alubata_Oju-irin%2COffa_09.jpg,,,2026-06-03,False,"The Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin,Offa","Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",8.158,4.72,"Christ Apostolic Church Oke-Ibukun Oluyemo, Alubata Oju-irin",partial_match,True
"Central Mosque Popo Road, Offa 01.jpg",https://upload.wikimedia.org/wikipedia/commons/4/46/Central_Mosque_Popo_Road%2C_Offa_01.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 02.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e3/Central_Mosque_Popo_Road%2C_Offa_02.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 03.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0f/Central_Mosque_Popo_Road%2C_Offa_03.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 04.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4b/Central_Mosque_Popo_Road%2C_Offa_04.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 05.jpg",https://upload.wikimedia.org/wikipedia/commons/f/ff/Central_Mosque_Popo_Road%2C_Offa_05.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 06.jpg",https://upload.wikimedia.org/wikipedia/commons/1/11/Central_Mosque_Popo_Road%2C_Offa_06.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 07.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8c/Central_Mosque_Popo_Road%2C_Offa_07.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 08.jpg",https://upload.wikimedia.org/wikipedia/commons/5/5f/Central_Mosque_Popo_Road%2C_Offa_08.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 09.jpg",https://upload.wikimedia.org/wikipedia/commons/0/02/Central_Mosque_Popo_Road%2C_Offa_09.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 10.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3a/Central_Mosque_Popo_Road%2C_Offa_10.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 11.jpg",https://upload.wikimedia.org/wikipedia/commons/3/34/Central_Mosque_Popo_Road%2C_Offa_11.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 12.jpg",https://upload.wikimedia.org/wikipedia/commons/5/59/Central_Mosque_Popo_Road%2C_Offa_12.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque Popo Road, Offa 13.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bd/Central_Mosque_Popo_Road%2C_Offa_13.jpg,,,2026-06-11,False,"Central Mosque Popo Road, Offa","Central Mosque Popo Road, Offa",8.156,4.725,"Central Mosque Popo Road, Offa",partial_match,True
"Central Mosque, Offa, kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/2/29/Central_Mosque%2C_Offa%2C_kwara_state_01.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a7/Central_Mosque%2C_Offa%2C_kwara_state_02.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e5/Central_Mosque%2C_Offa%2C_kwara_state_03.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f6/Central_Mosque%2C_Offa%2C_kwara_state_04.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d2/Central_Mosque%2C_Offa%2C_kwara_state_05.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 06.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6c/Central_Mosque%2C_Offa%2C_kwara_state_06.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 07.jpg",https://upload.wikimedia.org/wikipedia/commons/f/ff/Central_Mosque%2C_Offa%2C_kwara_state_07.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 08.jpg",https://upload.wikimedia.org/wikipedia/commons/5/52/Central_Mosque%2C_Offa%2C_kwara_state_08.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 09.jpg",https://upload.wikimedia.org/wikipedia/commons/0/05/Central_Mosque%2C_Offa%2C_kwara_state_09.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 10.jpg",https://upload.wikimedia.org/wikipedia/commons/2/29/Central_Mosque%2C_Offa%2C_kwara_state_10.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 11.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2e/Central_Mosque%2C_Offa%2C_kwara_state_11.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Central Mosque, Offa, kwara state 12.jpg",https://upload.wikimedia.org/wikipedia/commons/7/74/Central_Mosque%2C_Offa%2C_kwara_state_12.jpg,,,2026-05-30,False,"Central Mosque, Offa, kwara state","Central Mosque, Offa",8.156,4.725,"Central Mosque, Offa",partial_match,True
"Christ Apostolic Church Oke-Igbala offa, kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/1/16/Christ_Apostolic_Church_Oke-Igbala_offa%2C_kwara_state_01.jpg,,,2026-05-28,False,"Christ Apostolic Church Oke-Igbala offa, kwara state",Christ Apostolic Church Oke-Igbala offa,8.156,4.725,Christ Apostolic Church Oke-Igbala offa,partial_match,True
"Christ Apostolic Church Oke-Igbala offa, kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/7/79/Christ_Apostolic_Church_Oke-Igbala_offa%2C_kwara_state_02.jpg,,,2026-05-28,False,"Christ Apostolic Church Oke-Igbala offa, kwara state",Christ Apostolic Church Oke-Igbala offa,8.156,4.725,Christ Apostolic Church Oke-Igbala offa,partial_match,True
"Christ Apostolic Church Oke-Igbala offa, kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e1/Christ_Apostolic_Church_Oke-Igbala_offa%2C_kwara_state_03.jpg,,,2026-05-28,False,"Christ Apostolic Church Oke-Igbala offa, kwara state",Christ Apostolic Church Oke-Igbala offa,8.156,4.725,Christ Apostolic Church Oke-Igbala offa,partial_match,True
"Christ Apostolic Church Oke-Igbala offa, kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Christ_Apostolic_Church_Oke-Igbala_offa%2C_kwara_state_04.jpg,,,2026-05-28,False,"Christ Apostolic Church Oke-Igbala offa, kwara state",Christ Apostolic Church Oke-Igbala offa,8.156,4.725,Christ Apostolic Church Oke-Igbala offa,partial_match,True
"Christ Apostolic Church Oke-Igbala offa, kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/3/30/Christ_Apostolic_Church_Oke-Igbala_offa%2C_kwara_state_05.jpg,,,2026-05-28,False,"Christ Apostolic Church Oke-Igbala offa, kwara state",Christ Apostolic Church Oke-Igbala offa,8.156,4.725,Christ Apostolic Church Oke-Igbala offa,partial_match,True
"Christ Apostolic Church, Oke-Iyanu front view.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fc/Christ_Apostolic_Church%2C_Oke-Iyanu_front_view.jpg,,,2026-06-06,False,"Christ Apostolic Church, Oke-Iyanu front view","Christ Apostolic Church, Oke-Iyanu front view",8.157,4.724,"Christ Apostolic Church, Oke-Iyanu front view",partial_match,True
"Community LGEA primary school Ajegunle, Offa, kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e0/Community_LGEA_primary_school_Ajegunle%2C_Offa%2C_kwara_state_01.jpg,,,Taken on 2,False,"Community LGEA primary school Ajegunle, Offa, kwara state","Community LGEA primary school Ajegunle, Offa",8.16,4.725,"Community LGEA primary school Ajegunle, Offa",partial_match,True
"Community LGEA primary school Ajegunle, Offa, kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/6/67/Community_LGEA_primary_school_Ajegunle%2C_Offa%2C_kwara_state_02.jpg,,,Taken on 2,False,"Community LGEA primary school Ajegunle, Offa, kwara state","Community LGEA primary school Ajegunle, Offa",8.16,4.725,"Community LGEA primary school Ajegunle, Offa",partial_match,True
"Community LGEA primary school Ajegunle, Offa, kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/e/eb/Community_LGEA_primary_school_Ajegunle%2C_Offa%2C_kwara_state_03.jpg,,,Taken on 2,False,"Community LGEA primary school Ajegunle, Offa, kwara state","Community LGEA primary school Ajegunle, Offa",8.16,4.725,"Community LGEA primary school Ajegunle, Offa",partial_match,True
"Community LGEA primary school Ajegunle, Offa, kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/8/80/Community_LGEA_primary_school_Ajegunle%2C_Offa%2C_kwara_state_04.jpg,,,Taken on 2,False,"Community LGEA primary school Ajegunle, Offa, kwara state","Community LGEA primary school Ajegunle, Offa",8.16,4.725,"Community LGEA primary school Ajegunle, Offa",partial_match,True
"Community LGEA primary school Ajegunle, Offa, kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2a/Community_LGEA_primary_school_Ajegunle%2C_Offa%2C_kwara_state_05.jpg,,,Taken on 2,False,"Community LGEA primary school Ajegunle, Offa, kwara state","Community LGEA primary school Ajegunle, Offa",8.16,4.725,"Community LGEA primary school Ajegunle, Offa",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/a/ae/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_01.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_02.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8f/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_03.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f3/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_04.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/a/a1/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_05.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 06.jpg",https://upload.wikimedia.org/wikipedia/commons/b/ba/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_06.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 07.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3e/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_07.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 08.jpg",https://upload.wikimedia.org/wikipedia/commons/9/90/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_08.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 09.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cc/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_09.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state 10.jpg",https://upload.wikimedia.org/wikipedia/commons/7/7a/Community_LGEA_school_Ajelanwa%2CPandora%2C_Kafinta%2C_Offa_kwara_state_10.jpg,,,2026-05-27,False,"Community LGEA school Ajelanwa,Pandora, Kafinta, Offa kwara state","Community LGEA school Ajelanwa,Pandora",8.157,4.729,"Community LGEA school Ajelanwa,Pandora",partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4e/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_01.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f2/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_02.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/e/eb/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_03.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e3/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_04.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/0/0d/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_05.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 06.jpg",https://upload.wikimedia.org/wikipedia/commons/8/81/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_06.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 07.jpg",https://upload.wikimedia.org/wikipedia/commons/9/9a/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_07.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 08.jpg",https://upload.wikimedia.org/wikipedia/commons/d/dc/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_08.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 09.jpg",https://upload.wikimedia.org/wikipedia/commons/f/fb/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_09.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school bolorunduro, oyun LGA Kwara state 10.jpg",https://upload.wikimedia.org/wikipedia/commons/4/4b/Community_LGEA_school_bolorunduro%2C_oyun_LGA_Kwara_state_10.jpg,,,2026-05-20,False,"Community LGEA school bolorunduro, oyun LGA Kwara state",Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school Bolorunduro, oyun local government Kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f5/Community_LGEA_school_Bolorunduro%2C_oyun_local_government_Kwara_state_01.jpg,,,2026-05-27,False,Community LGEA school bolorunduro,Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school Bolorunduro, oyun local government Kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/8/87/Community_LGEA_school_Bolorunduro%2C_oyun_local_government_Kwara_state_02.jpg,,,2026-05-27,False,Community LGEA school bolorunduro,Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school Bolorunduro, oyun local government Kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/6/6f/Community_LGEA_school_Bolorunduro%2C_oyun_local_government_Kwara_state_03.jpg,,,2026-05-27,False,Community LGEA school bolorunduro,Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school Bolorunduro, oyun local government Kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3f/Community_LGEA_school_Bolorunduro%2C_oyun_local_government_Kwara_state_04.jpg,,,2026-05-27,False,Community LGEA school bolorunduro,Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
"Community LGEA school Bolorunduro, oyun local government Kwara state 05.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d1/Community_LGEA_school_Bolorunduro%2C_oyun_local_government_Kwara_state_05.jpg,,,2026-05-27,False,Community LGEA school bolorunduro,Community LGEA school bolorunduro,8.161,4.722,Community LGEA school bolorunduro,partial_match,True
Community LGEA School Kere-Aje Ogakunrin Offa 01.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a5/Community_LGEA_School_Kere-Aje_Ogakunrin_Offa_01.jpg,,,2026-06-01,False,Community LGEA School Kere-Aje Ogakunrin Offa Kwara State,Offa Kwara State,8.156,4.7227,Offa Kwara State,partial_match,True
Community LGEA School Kere-Aje Ogakunrin Offa 02.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Community_LGEA_School_Kere-Aje_Ogakunrin_Offa_02.jpg,,,2026-06-01,False,Signage Community LGEA School Kere-Aje Ogakunrin Offa Kwara State,Offa Kwara State,8.156,4.7227,Offa Kwara State,partial_match,True
